scene,agent_id,agent_type,frame_origin,origin_x,origin_y,frame_goal,goal_x,goal_y,preferred_speed
terminal,0,0,96001,283.26882303839733,436.63441151919864,113920,33.0,489.0,1.9811102111351249
terminal,1,0,96001,446.8759897070467,145.77456452889945,120000,435.0,151.0,0.0007912180543498025
terminal,2,0,96001,812.0687933025404,616.8968100461893,120000,803.0,623.0,0.0005583403964474921
terminal,3,0,96001,422.0851851851852,372.2185185185185,99660,1601.0,396.0,0.6232699629014881
terminal,4,0,96001,1175.75,178.05,96740,652.0,74.0,0.8327909469449473
terminal,5,0,96001,1600.679535864979,430.6795358649789,102320,1602.0,408.0,0.2342534903545803
terminal,6,0,96001,592.583395291202,766.1197645600992,97360,262.0,1043.0,3.6817879756250336
terminal,7,0,96001,1062.171203007519,570.1413533834586,101420,998.0,551.0,0.34140974850529066
terminal,8,0,96001,1560.892987804878,294.96670731707314,96080,1625.0,309.0,0.7078312705618466
terminal,9,0,96001,1023.9154867256638,670.0,108840,141.0,654.0,0.509594978566036
terminal,10,0,96001,639.1816624365482,535.0899746192894,101820,861.0,1067.0,0.8355835032355768
terminal,11,0,96001,1364.0,191.52142857142857,96420,1509.0,160.0,0.355897583650132
terminal,12,0,96001,689.5030612244898,353.9877551020408,98600,401.0,1071.0,0.9786364801181704
terminal,13,0,96001,1106.7092964824121,480.10251256281407,112100,1574.0,1067.0,0.402532641647365
terminal,14,0,96001,1146.2243710691823,478.635534591195,112000,1782.0,618.0,0.40320700785601343
terminal,15,0,96001,1500.0139784946236,280.9510752688172,96140,1629.0,311.0,0.601748598727823
terminal,16,0,96001,472.64728260869566,183.61521739130436,98340,39.0,505.0,2.8024595735060855
terminal,17,0,96001,1464.0,390.0,96480,1609.0,369.0,0.3531725981125274
terminal,18,0,96001,1617.0857142857142,466.7035714285714,96320,1601.0,387.0,0.3299021346960407
terminal,19,0,96001,846.3666666666667,458.0,102340,947.0,498.0,0.4284936372989984
terminal,20,0,102440,780.0,515.0,102740,80.0,565.0,4.257285693048524
terminal,21,0,96001,1334.6,321.45,96180,1618.0,305.0,0.7269849111555857
terminal,22,0,96001,1802.6402173913043,814.5826086956522,117680,1881.0,831.0,0.30094433579648405
terminal,23,0,96001,984.0485714285714,320.8957142857143,97180,194.0,1056.0,1.4007863895074977
terminal,24,0,96001,985.9611111111111,301.0388888888889,97020,552.0,53.0,0.710236678200971
terminal,25,0,96001,1187.1,195.35,96520,650.0,68.0,1.1739794348585695
terminal,26,0,96001,1755.3334886817577,700.1513315579227,107920,494.0,1060.0,1.7409307629025104
terminal,27,0,96001,1571.95,404.05,96040,1607.0,402.0,0.36901233902730207
terminal,28,0,96001,333.6735294117647,360.33529411764704,97220,1608.0,394.0,1.3027199166235386
terminal,29,0,96001,521.35,259.15,97340,1313.0,72.0,0.6253803511074963
terminal,30,0,96001,521.3,260.15,97340,1314.0,73.0,0.8484051773718383
terminal,31,0,96001,898.225,715.55,106640,994.0,57.0,0.4454526065962317
terminal,32,0,96001,1427.85,350.95,101320,1593.0,366.0,0.380470699474496
terminal,33,0,96001,912.3884615384616,482.0,98780,1611.0,363.0,0.5135283084252447
terminal,34,0,96001,1362.8547244094489,465.06456692913383,99880,896.0,1062.0,0.8014263714680878
terminal,35,0,96001,1383.6674074074074,477.0,99620,1790.0,567.0,0.5430626830843248
terminal,36,0,96001,1547.2,420.2,96140,1600.0,403.0,0.2008225802879408
terminal,37,0,96001,391.05,274.85,98820,525.0,55.0,0.4468221606879404
