scene,agent_id,agent_type,frame,x,y
seq_eth,0,0,0,369.0,355.0
seq_eth,0,0,5,366.31915018315016,363.76057260413126
seq_eth,0,0,10,363.7574505494506,372.44535417603015
seq_eth,0,0,15,361.3361758241759,381.0498494458634
seq_eth,0,0,20,359.07660073260075,389.5695631437978
seq_eth,0,0,25,357.0,398.0
seq_eth,0,0,30,355.0615588115589,406.3506292171281
seq_eth,0,0,35,353.2121286121286,414.63183570095424
seq_eth,0,0,40,351.46648351648355,422.84049773631654
seq_eth,0,0,45,349.83939763939765,430.9734936080529
seq_eth,0,0,50,348.3456450956451,439.02770160100135
seq_eth,0,0,55,347.0,447.0
seq_eth,1,0,440,3.450379880162956,63.0
seq_eth,1,0,445,8.67249144716533,63.0
seq_eth,1,0,450,13.96666982550289,63.0
seq_eth,1,0,455,19.351158819804535,63.0
seq_eth,1,0,460,24.84682037998892,63.0027635639274
seq_eth,1,0,465,30.49049227785649,63.04312518527882
seq_eth,1,0,470,36.26263489421041,63.12872712739013
seq_eth,1,0,475,42.129375548296096,63.25588443849768
seq_eth,1,0,480,48.05684155935896,63.420912166837844
seq_eth,1,0,485,54.01116024664441,63.62012536064699
seq_eth,1,0,490,59.958458929397864,63.84983906816146
seq_eth,1,0,495,65.86486492686474,64.10636833761764
seq_eth,1,0,500,71.69650555829045,64.38602821725188
seq_eth,1,0,505,77.41950814292039,64.68513375530054
seq_eth,1,0,510,83.0,65.0
seq_eth,1,0,515,88.47595380814825,65.40459005353046
seq_eth,1,0,520,93.9078716006167,65.96871285101362
seq_eth,1,0,525,99.2956747285996,66.68245219009812
seq_eth,1,0,530,104.63928454329118,67.53589186843253
seq_eth,1,0,535,109.93862239588567,68.51911568366548
seq_eth,1,0,540,115.19360963757731,69.62220743344557
seq_eth,1,0,545,120.40416761956037,70.83525091542144
seq_eth,1,0,550,125.57021769302906,72.14832992724166
seq_eth,1,0,555,130.69168120917766,73.55152826655485
seq_eth,1,0,560,135.76847951920033,75.03492973100964
seq_eth,1,0,565,140.8005339742914,76.58861811825462
seq_eth,1,0,570,145.78776592564506,78.2026772259384
seq_eth,1,0,575,150.73009672445556,79.8671908517096
seq_eth,1,0,580,155.62712834855697,81.59065639491395
seq_eth,1,0,585,160.47504537084112,83.59464313320461
seq_eth,1,0,590,165.27378875962597,85.91822882708612
seq_eth,1,0,595,170.02468074551552,88.5248639947599
seq_eth,1,0,600,174.7290435591137,91.37799915442729
seq_eth,1,0,605,179.38819943102456,94.44108482428967
seq_eth,1,0,610,184.00347059185205,97.67757152254842
seq_eth,1,0,615,188.57617927220016,101.0509097674049
seq_eth,1,0,620,193.10764770267286,104.5245500770605
seq_eth,1,0,625,197.5991981138741,108.06194296971657
seq_eth,1,0,630,202.05215273640798,111.62653896357446
seq_eth,1,0,635,206.48008035035423,115.19353104139867
seq_eth,1,0,640,211.0258526935724,118.88725836744739
seq_eth,1,0,645,215.68460433228748,122.74388071422804
seq_eth,1,0,650,220.39806972583835,126.75464714768005
seq_eth,1,0,655,225.10798333356396,130.91080673374285
seq_eth,1,0,660,229.75607961480327,135.20360853835592
seq_eth,1,0,665,234.2840930288952,139.6243016274587
seq_eth,1,0,670,238.63375803517866,144.16413506699064
seq_eth,1,0,675,242.7468090929926,148.81435792289116
seq_eth,1,0,680,246.564980661676,153.56621926109975
seq_eth,1,0,685,250.03000720056772,158.41096814755588
seq_eth,1,0,690,253.08362316900673,163.33985364819893
seq_eth,1,0,695,255.7229166312732,168.37242535928598
seq_eth,1,0,700,258.1126570480918,173.58871951331915
seq_eth,1,0,705,260.29986514492987,178.98029844804216
seq_eth,1,0,710,262.3194486774325,184.53152178634036
seq_eth,1,0,715,264.2063154012444,190.2267491510993
seq_eth,1,0,720,265.995373072011,196.0503401652044
seq_eth,1,0,725,267.72152944537714,201.9866544515412
seq_eth,1,0,730,269.41969227698786,208.02005163299503
seq_eth,1,0,735,271.1247693224882,214.13489133245147
seq_eth,1,0,740,272.87166833752315,220.31553317279597
seq_eth,1,0,745,274.69529707773785,226.54633677691396
seq_eth,1,0,750,276.63056329877725,232.81166176769094
seq_eth,1,0,755,278.7050794760108,239.10194272497137
seq_eth,1,0,760,280.84779857112323,245.4830078514078
seq_eth,1,0,765,283.0297092487307,251.9713107830342
seq_eth,1,0,770,285.24820225695754,258.5596288628734
seq_eth,1,0,775,287.5006683439281,265.2407394339484
seq_eth,1,0,780,289.7844982577669,272.007419839282
seq_eth,1,0,785,292.09708274659835,278.8524474218974
seq_eth,1,0,790,294.43581255854684,285.7685995248172
seq_eth,1,0,795,296.79807844173683,292.74865349106443
seq_eth,1,0,800,299.18127114429274,299.7853866636621
seq_eth,1,0,805,301.58278141433897,306.871576385633
seq_eth,1,0,810,304.0,314.0
seq_eth,1,0,815,306.57180874320613,321.19275881672564
seq_eth,1,0,820,309.3882090814922,328.47237927656823
seq_eth,1,0,825,312.3732711563895,335.832276418745
seq_eth,1,0,830,315.45106510942924,343.26586528247276
seq_eth,1,0,835,318.54566108214266,350.76656090696866
seq_eth,1,0,840,321.5811292160609,358.3277783314496
seq_eth,1,0,845,324.4815396527153,365.9429325951328
seq_eth,1,0,850,327.17096253363707,373.6054387372351
seq_eth,1,0,855,329.57346800035737,381.30871179697357
seq_eth,1,0,860,331.61312619440747,389.0461668135653
seq_eth,1,0,865,333.21400725731854,396.8112188262272
seq_eth,1,0,870,334.3315063055965,404.60127521733904
seq_eth,1,0,875,335.30374203021563,412.4608596873325
seq_eth,1,0,880,336.2014090812734,420.3968822733935
seq_eth,1,0,885,336.9716081776629,428.40008569008273
seq_eth,1,0,890,337.56144003827643,436.46121265196143
seq_eth,1,0,895,337.9180053820071,444.5710058735904
seq_eth,2,0,810,299.0,7.0
seq_eth,2,0,815,298.48193145161287,11.710474092390697
seq_eth,2,0,820,298.00206451612905,16.511793188715306
seq_eth,2,0,825,297.5642459677419,21.402350904799373
seq_eth,2,0,830,297.17232258064513,26.380540856468475
seq_eth,2,0,835,296.83014112903226,31.444756659548165
seq_eth,2,0,840,296.5415483870968,36.593391929864
seq_eth,2,0,845,296.3103911290322,41.82484028324155
seq_eth,2,0,850,296.1405161290323,47.13749533550636
seq_eth,2,0,855,296.0357701612903,52.52975070248399
seq_eth,2,0,860,296.0,58.0
seq_eth,2,0,865,296.0397273147389,63.56803260326371
seq_eth,2,0,870,296.14974407699475,69.24922049047399
seq_eth,2,0,875,296.3163025138261,75.03533118194082
seq_eth,2,0,880,296.52565485229155,80.91813219797415
seq_eth,2,0,885,296.7640533194497,86.88939105888389
seq_eth,2,0,890,297.0177501423592,92.94087528498
seq_eth,2,0,895,297.2729975480786,99.06435239657243
