scene,agent_id,agent_type,frame,x,y
crowds_zara01,0,0,0,639.0,411.0
crowds_zara01,0,0,5,626.6025215324514,411.0
crowds_zara01,0,0,10,614.2984736882632,411.0
crowds_zara01,0,0,15,602.0931650778493,411.0
crowds_zara01,0,0,20,589.9919043116238,411.0
crowds_zara01,0,0,25,578.0,411.0
crowds_zara01,0,0,30,566.0728749853639,410.6296296296296
crowds_zara01,0,0,35,554.1915864609671,409.7037037037037
crowds_zara01,0,0,40,542.3998945635204,408.5
crowds_zara01,0,0,45,530.741559429736,407.2962962962963
crowds_zara01,0,0,50,519.2603411963253,406.3703703703703
crowds_zara01,0,0,55,508.0,406.0
crowds_zara01,0,0,60,497.1228589671428,406.79845096413476
crowds_zara01,0,0,65,486.6242849327335,408.9198013138882
crowds_zara01,0,0,70,476.29760359637925,411.95304723528454
crowds_zara01,0,0,75,465.93614065768713,415.4871849143476
crowds_zara01,0,0,80,455.3332218162646,419.11121053710156
crowds_zara01,0,0,85,444.28217277171854,422.41412028957035
crowds_zara01,0,0,90,432.62569885862047,425.4520525550527
crowds_zara01,0,0,95,420.45971891766646,428.8253392427862
crowds_zara01,0,0,100,407.9499214059258,432.24020238610996
crowds_zara01,0,0,105,395.261386919257,435.37425843277845
crowds_zara01,0,0,110,382.5591960535189,437.9051238305461
crowds_zara01,0,0,115,369.9838555716421,439.58545776209553
crowds_zara01,0,0,120,357.41750992705937,440.90186726455204
crowds_zara01,0,0,125,344.80987564285647,442.0312881243797
crowds_zara01,0,0,130,332.1557429439513,443.00290400754704
crowds_zara01,0,0,135,319.44990205526136,443.8458985800223
crowds_zara01,0,0,140,306.6871432017045,444.5894555077737
crowds_zara01,0,0,145,293.84369838258885,445.25081282434064
crowds_zara01,0,0,150,280.7866846717704,445.76408182270563
crowds_zara01,0,0,155,267.59572101004414,446.1759539347409
crowds_zara01,0,0,160,254.4002622217946,446.56283137840336
crowds_zara01,0,0,165,241.3297631314063,447.00111637164997
crowds_zara01,0,0,170,228.51367856326368,447.56721113243765
crowds_zara01,0,0,175,216.05923584231263,448.3814655568892
crowds_zara01,0,0,180,203.84251612340321,449.8368698382683
crowds_zara01,0,0,185,191.80550376000855,451.84993592490014
crowds_zara01,0,0,190,179.93142102632737,454.2217760927148
crowds_zara01,0,0,195,168.20349019655862,456.7535026176426
crowds_zara01,0,0,200,156.60493354490097,459.24622777561376
crowds_zara01,0,0,205,145.11897334555334,461.50106384255827
crowds_zara01,0,0,210,133.72859265128014,463.330648830083
crowds_zara01,0,0,215,122.41411546876411,464.9626200906536
crowds_zara01,0,0,220,111.17353289968614,466.5543782569809
crowds_zara01,0,0,225,100.01088405081774,468.09943476838015
crowds_zara01,0,0,230,88.93020802893045,469.59130106416666
crowds_zara01,0,0,235,77.93554394079584,471.0234885836557
crowds_zara01,0,0,240,67.0309308931854,472.3895087661626
crowds_zara01,0,0,245,56.2204079928707,473.6828730510026
crowds_zara01,0,0,250,45.50801434662326,474.8970928774911
crowds_zara01,0,0,255,34.89778906121465,476.02567968494327
crowds_zara01,0,0,260,24.39377124341638,477.0621449126745
crowds_zara01,0,0,265,14.000000000000014,478.00000000000006
crowds_zara01,1,0,0,634.0,390.0
crowds_zara01,1,0,5,621.1248205061214,390.47308830223034
crowds_zara01,1,0,10,608.4979324202802,390.76695493855254
crowds_zara01,1,0,15,596.1399050412746,390.924271734183
crowds_zara01,1,0,20,584.0713076679026,390.9877105143377
crowds_zara01,1,0,25,572.312709598962,390.999943104233
crowds_zara01,1,0,30,560.9556393084038,390.72609177268305
crowds_zara01,1,0,35,550.0573792626882,389.7764761169481
crowds_zara01,1,0,40,539.4412500111307,388.43412439998656
crowds_zara01,1,0,45,528.9247835727351,387.0011412842805
crowds_zara01,1,0,50,518.3255119665042,385.7796314323118
crowds_zara01,1,0,55,507.4609672114414,385.0716995065624
crowds_zara01,1,0,60,496.2120662744285,385.2425709126831
crowds_zara01,1,0,65,484.7451577787035,386.5834775089147
crowds_zara01,1,0,70,473.1072287366388,388.8077979002398
crowds_zara01,1,0,75,461.3226097002064,391.58395895345876
crowds_zara01,1,0,80,449.4156312213786,394.58038753537215
crowds_zara01,1,0,85,437.41062385212746,397.4655105127805
crowds_zara01,1,0,90,425.26904674453556,400.36904212895496
crowds_zara01,1,0,95,412.9182758295357,403.86106205158507
crowds_zara01,1,0,100,400.4388964996155,407.54730773752266
crowds_zara01,1,0,105,387.91582753125283,411.00407195526844
crowds_zara01,1,0,110,375.4339877009251,413.8076474733229
crowds_zara01,1,0,115,363.06062297876423,415.6435024549167
crowds_zara01,1,0,120,350.69788921947355,417.21336121051075
crowds_zara01,1,0,125,338.3354349710996,418.67168847000687
crowds_zara01,1,0,130,325.9991296333614,419.94852947345737
crowds_zara01,1,0,135,313.7148426059781,420.97392946091423
crowds_zara01,1,0,140,301.50844328866884,421.67793367242996
crowds_zara01,1,0,145,289.40580108115273,421.99058734805675
crowds_zara01,1,0,150,277.4662885056438,422.0
crowds_zara01,1,0,155,265.72035821204656,422.0
crowds_zara01,1,0,160,254.077294235927,422.0
crowds_zara01,1,0,165,242.44349016226326,422.0
crowds_zara01,1,0,170,230.7253395760336,422.0
crowds_zara01,1,0,175,218.82923606221632,422.0
crowds_zara01,1,0,180,206.63993742294397,422.1893859150686
crowds_zara01,1,0,185,194.09588724328228,423.20800767284396
crowds_zara01,1,0,190,181.36988785584614,424.8235438948073
crowds_zara01,1,0,195,168.65191981594654,426.71083064637605
crowds_zara01,1,0,200,156.13196367889418,428.5447039929678
crowds_zara01,1,0,205,144.0,430.0
crowds_zara01,1,0,210,132.28095331230847,431.06399774826264
crowds_zara01,1,0,215,120.82590285391034,431.9892109056235
crowds_zara01,1,0,220,109.56406123768569,432.8483274181173
crowds_zara01,1,0,225,98.4246410765146,433.71403523177844
crowds_zara01,1,0,230,87.33685498327722,434.65902229264145
crowds_zara01,1,0,235,76.22991557085362,435.7559765467407
crowds_zara01,1,0,240,65.08631513416002,437.05881058153784
crowds_zara01,1,0,245,53.98324818696128,438.55116109725884
crowds_zara01,1,0,250,42.92332881542649,440.2119656263974
crowds_zara01,1,0,255,31.906311404075076,442.02071383952165
crowds_zara01,1,0,260,20.93195033742644,443.95689540719985
crowds_zara01,1,0,265,10.0,445.99999999999994
crowds_zara01,2,0,0,566.0,390.0
crowds_zara01,2,0,5,556.3263724295192,388.13138233377646
crowds_zara01,2,0,10,546.6477465240973,386.3490968874283
crowds_zara01,2,0,15,536.9640271006084,384.67158322473335
crowds_zara01,2,0,20,527.2751189759268,383.1172809094693
crowds_zara01,2,0,25,517.5809269669269,381.70462950541395
crowds_zara01,2,0,30,507.88135589048244,380.4520685763451
crowds_zara01,2,0,35,498.1793608543932,379.3709754869236
crowds_zara01,2,0,40,488.48425832193,378.42774291210156
crowds_zara01,2,0,45,478.79017204445006,377.58517233360584
crowds_zara01,2,0,50,469.08967456104756,376.80776565060324
crowds_zara01,2,0,55,459.3753384108168,376.0600247622606
crowds_zara01,2,0,60,449.6397361328519,375.30645156774483
crowds_zara01,2,0,65,439.875440266247,374.51154796622274
crowds_zara01,2,0,70,430.0734843562239,373.6343369762603
crowds_zara01,2,0,75,420.21907351015494,372.617210498996
crowds_zara01,2,0,80,410.3210813040875,371.4945535706537
crowds_zara01,2,0,85,400.393105567718,370.3183261950912
crowds_zara01,2,0,90,390.44874413074285,369.14048837616605
crowds_zara01,2,0,95,380.50159482285835,368.01300011773617
crowds_zara01,2,0,100,370.56525547376077,366.9878214236592
crowds_zara01,2,0,105,360.65332391314655,366.116912297793
crowds_zara01,2,0,110,350.7793979707119,365.45223274399524
crowds_zara01,2,0,115,340.9570754761533,365.0457427661237
crowds_zara01,2,0,120,331.1699134219964,364.8576678245402
crowds_zara01,2,0,125,321.3715367357687,364.7170490043779
crowds_zara01,2,0,130,311.5773195510145,364.60809133272465
crowds_zara01,2,0,135,301.8045380761255,364.52031699350397
crowds_zara01,2,0,140,292.07046851949383,364.4432481706392
crowds_zara01,2,0,145,282.39238708951143,364.366407048054
crowds_zara01,2,0,150,272.7875699945702,364.2793158096717
crowds_zara01,2,0,155,263.27329344306213,364.1714966394158
crowds_zara01,2,0,160,253.8668336433791,364.03247172120996
crowds_zara01,2,0,165,244.59311630815105,363.85863935114963
crowds_zara01,2,0,170,235.45894818858443,363.65700053041513
crowds_zara01,2,0,175,226.43380287854558,363.42357174993225
crowds_zara01,2,0,180,217.48635184628517,363.1539804452937
crowds_zara01,2,0,185,208.58526656005387,362.84385405209235
crowds_zara01,2,0,190,199.69921848810228,362.48882000592107
crowds_zara01,2,0,195,190.796879098681,362.08450574237264
crowds_zara01,2,0,200,181.84691986004063,361.6265386970399
crowds_zara01,2,0,205,172.8180122404319,361.1105463055157
crowds_zara01,2,0,210,163.66591862849822,360.43773370483336
crowds_zara01,2,0,215,154.37832144218925,359.4314241567635
crowds_zara01,2,0,220,145.00703290057567,358.12262556406085
crowds_zara01,2,0,225,135.6052354467021,356.5485242826082
crowds_zara01,2,0,230,126.22611152361331,354.7463066682885
crowds_zara01,2,0,235,116.92284357435402,352.7531590769849
crowds_zara01,2,0,240,107.74861404196888,350.6062678645803
crowds_zara01,2,0,245,98.75660536950265,348.3428193869576
crowds_zara01,2,0,250,90.0,346.0
crowds_zara01,2,0,255,81.40485238042163,343.27564739129605
crowds_zara01,2,0,260,72.88996378352276,339.950953697718
crowds_zara01,2,0,265,64.49763689103996,336.188136949074
crowds_zara01,2,0,270,56.27017438470973,332.14941517517207
crowds_zara01,2,0,275,48.24987894626864,327.99700640582034
crowds_zara01,2,0,280,40.47905325745321,323.8931286708269
crowds_zara01,2,0,285,33.0,320.0
crowds_zara01,2,0,290,25.834932759361262,316.2616142424808
crowds_zara01,2,0,295,18.962220172823287,312.51465277542303
crowds_zara01,2,0,300,12.358397499873664,308.7603649206538
crowds_zara01,2,0,305,5.999999999999998,305.0
crowds_zara01,3,0,0,562.0,360.0
crowds_zara01,3,0,5,551.0388120561836,358.31669820305416
crowds_zara01,3,0,10,540.189678475573,356.66644050930637
crowds_zara01,3,0,15,529.4629430073928,355.13780521820416
crowds_zara01,3,0,20,518.8689494008676,353.8193706291949
crowds_zara01,3,0,25,508.4180414052218,352.799715041726
crowds_zara01,3,0,30,498.1205627696798,352.16741675524503
crowds_zara01,3,0,35,487.98897058248593,352.0
crowds_zara01,3,0,40,478.08754557543006,352.0
crowds_zara01,3,0,45,468.40162188091625,352.0
crowds_zara01,3,0,50,458.8756965603325,352.0
crowds_zara01,3,0,55,449.45426667506706,352.0
crowds_zara01,3,0,60,440.0818292865079,352.0
crowds_zara01,3,0,65,430.7028814560434,352.0
crowds_zara01,3,0,70,421.2619202450613,352.0
crowds_zara01,3,0,75,411.70344271494986,352.0
crowds_zara01,3,0,80,401.97194592709735,352.0
crowds_zara01,3,0,85,392.0161651658973,351.83521205107945
crowds_zara01,3,0,90,381.8515379861252,351.2158643875797
crowds_zara01,3,0,95,371.5372420739995,350.22382323762554
crowds_zara01,3,0,100,361.13295811764533,348.95187263638377
crowds_zara01,3,0,105,350.69836680518824,347.492796619021
crowds_zara01,3,0,110,340.29314882475353,345.93937922070415
crowds_zara01,3,0,115,329.9769848644667,344.38440447659985
crowds_zara01,3,0,120,319.8095556124529,342.92065642187487
crowds_zara01,3,0,125,309.8505417568377,341.6409190916959
crowds_zara01,3,0,130,300.1451990931613,340.6170333613865
crowds_zara01,3,0,135,290.59729092234915,339.7120255423541
crowds_zara01,3,0,140,281.16933405806634,338.8678693392101
crowds_zara01,3,0,145,271.85217103296617,338.0670421691334
crowds_zara01,3,0,150,262.6366443797014,337.29202144930366
crowds_zara01,3,0,155,253.51359663092555,336.5252845969
crowds_zara01,3,0,160,244.47387031929154,335.74930902910177
crowds_zara01,3,0,165,235.50830797745252,334.9465721630882
crowds_zara01,3,0,170,226.60775213806173,334.09955141603865
crowds_zara01,3,0,175,217.76304533377228,333.19072420513237
crowds_zara01,3,0,180,208.9422415713047,332.2099536446755
crowds_zara01,3,0,185,200.11808192272179,331.16972748581946
crowds_zara01,3,0,190,191.33314613469125,330.0801677482765
crowds_zara01,3,0,195,182.63179502532105,328.9511172819066
crowds_zara01,3,0,200,174.0583894127193,327.7924189365696
crowds_zara01,3,0,205,165.657290114994,326.6139155621254
crowds_zara01,3,0,210,157.47285795025323,325.4254500084337
crowds_zara01,3,0,215,149.54945373660502,324.23686512535465
crowds_zara01,3,0,220,141.86681318792745,323.0778788550588
crowds_zara01,3,0,225,134.31778195060664,321.97546161332104
crowds_zara01,3,0,230,126.90915512876273,320.89679897432666
crowds_zara01,3,0,235,119.65154188449014,319.8075396916835
crowds_zara01,3,0,240,112.5555513798832,318.67333251899896
crowds_zara01,3,0,245,105.63179277703632,317.4598262098807
crowds_zara01,3,0,250,98.89087523804393,316.1326695179364
crowds_zara01,3,0,255,92.34340792500035,314.6575111967736
crowds_zara01,3,0,260,86.0,313.0
crowds_zara01,3,0,265,79.9756266129499,311.01878651761876
crowds_zara01,3,0,270,74.30214978687498,308.63919773471616
crowds_zara01,3,0,275,68.86550899354657,305.9268969975239
crowds_zara01,3,0,280,63.55164370473593,302.94754765227424
crowds_zara01,3,0,285,58.246493392214376,299.7668130451989
crowds_zara01,3,0,290,52.83599752775318,296.45035652253006
crowds_zara01,3,0,295,47.206095583123656,293.06384143049945
crowds_zara01,3,0,300,41.242727030097086,289.6729311153392
crowds_zara01,3,0,305,34.868370961357776,286.22616061545847
crowds_zara01,3,0,310,28.143800055302975,282.5402403915234
crowds_zara01,3,0,315,21.14021362773249,278.6599455316192
crowds_zara01,3,0,320,13.927755295774753,274.6372805844196
crowds_zara01,4,0,0,414.0,391.0
crowds_zara01,4,0,5,405.6893655557271,391.41652556970104
crowds_zara01,4,0,10,397.3570085580086,392.1103126364969
crowds_zara01,4,0,15,389.0032359924209,393.0427012560606
crowds_zara01,4,0,20,380.6283548445406,394.1750314840651
crowds_zara01,4,0,25,372.232672099944,395.4686433761835
crowds_zara01,4,0,30,363.8164947442078,396.88487698808893
crowds_zara01,4,0,35,355.3801297629083,398.38507237545434
crowds_zara01,4,0,40,346.9343745449094,400.0718894340509
crowds_zara01,4,0,45,338.51000484078384,402.40445325187267
crowds_zara01,4,0,50,330.08311295188696,405.2171206125856
crowds_zara01,4,0,55,321.6243376250808,408.27623969875106
crowds_zara01,4,0,60,313.1043176072275,411.3481586929309
crowds_zara01,4,0,65,304.49369164518896,414.19922577768654
crowds_zara01,4,0,70,295.76309848582724,416.5957891355794
crowds_zara01,4,0,75,286.87714721209915,418.5168624053192
crowds_zara01,4,0,80,277.828919270114,420.3011228084418
crowds_zara01,4,0,85,268.65283646973654,421.97416411623186
crowds_zara01,4,0,90,259.3841280782954,423.54993920693573
crowds_zara01,4,0,95,250.0580233631191,425.0424009588
crowds_zara01,4,0,100,240.70975159153625,426.4655022500711
crowds_zara01,4,0,105,231.3745420308754,427.83319595899565
crowds_zara01,4,0,110,222.08762394846516,429.15943496382005
crowds_zara01,4,0,115,212.88422661163412,430.45817214279083
crowds_zara01,4,0,120,203.7995792877108,431.7433603741544
crowds_zara01,4,0,125,194.81991648656447,433.07389133461277
crowds_zara01,4,0,130,185.8648624030013,434.5164334078617
crowds_zara01,4,0,135,176.93981308998275,436.0142216755904
crowds_zara01,4,0,140,168.05304710138864,437.50718907833306
crowds_zara01,4,0,145,159.2128429910986,438.93526855662395
crowds_zara01,4,0,150,150.42747931299238,440.2383930509973
crowds_zara01,4,0,155,141.70523462094968,441.3564955019873
crowds_zara01,4,0,160,133.05438746885022,442.2295088501283
crowds_zara01,4,0,165,124.48321641057377,442.79736603595444
crowds_zara01,4,0,170,116.0,443.0
crowds_zara01,4,0,175,107.58563890530067,443.0
crowds_zara01,4,0,180,99.21662197225213,443.0
crowds_zara01,4,0,185,90.894610021141,443.0
crowds_zara01,4,0,190,82.62126387225388,443.0
crowds_zara01,4,0,195,74.39824434587736,443.0
