scene,agent_id,agent_type,frame_origin,origin_x,origin_y,frame_goal,goal_x,goal_y,preferred_speed
students001,0,0,0,534.0,419.0,284,1.9984014443252818e-15,540.0,1.0985536587148799
students001,1,0,0,543.0,441.0,257,1.782850001658431,542.664736836076,1.1958777892074068
students001,2,0,0,545.0,462.0,236,17.999999999999993,575.0,1.276516797305737
students001,3,0,0,649.0,519.0,632,150.0,1.1102230246251565e-15,0.7820347121396326
students001,4,0,0,556.0,521.0,324,0.7853489253384808,552.6245979815181,0.9618323657376665
students001,5,0,0,548.0,558.0,284,82.22195416866461,574.5824786590471,0.920947031926882
students001,6,0,0,449.0,538.0,167,2.6645352591003757e-15,483.0,1.5398194843162945
students001,7,0,0,383.0,537.0,160,1.9999999999999991,509.0,1.3441027507044787
students001,8,0,0,430.0,363.0,184,0.10130350518155663,559.7675722435762,1.497919386898394
students001,9,0,0,128.0,487.0,192,115.0,247.0,0.8242731072539438
students001,10,0,0,619.0,290.0,312,0.30180655766921,470.7836240337025,1.1759278458559932
students001,11,0,0,285.0,253.0,205,2.000000000000001,544.0,1.2253330417503403
students001,12,0,0,236.0,326.0,269,0.23176506271853378,475.61550831992884,0.6089627620590403
students001,13,0,0,256.0,344.0,226,0.44853168704243707,469.8910568931411,0.7174869813093331
students001,14,0,0,262.0,363.0,235,1.7763568394002505e-15,499.0,0.7163296015987541
students001,15,0,0,244.0,388.0,204,5.218048215738236e-15,513.0,0.766748306568305
students001,16,0,0,287.0,348.0,272,0.0,498.0,0.6842622153243892
students001,17,0,0,13.0,499.0,698,717.0,264.0,0.8709040512129177
students001,18,0,0,16.0,555.0,624,717.0,275.0,0.7178109100456442
students001,19,0,0,224.0,550.0,89,0.912928256409621,540.0262426621368,1.4272758409670803
students001,20,0,0,458.0,333.0,161,657.0,575.0,1.1685408384041103
students001,21,0,0,467.0,320.0,170,702.9999999999999,573.0,1.2088799444607496
students001,22,0,0,99.0,426.0,30,2.0,471.0,2.0209951064645297
students001,23,0,0,205.0,126.0,565,82.0,572.9999999999999,1.116256293801079
students001,24,0,0,235.0,118.0,1210,716.0,326.00000000000006,0.7694654514360484
students001,25,0,0,218.0,108.0,1191,717.4119398194504,366.0442928523438,0.8126931626309802
students001,26,0,0,223.0,127.0,1197,717.8667356910098,343.02746095211376,0.6921440240087494
students001,27,0,0,184.0,88.0,1355,718.989657868848,238.7953976222121,0.4817134776180717
students001,28,0,0,195.0,95.0,1052,718.9737444100298,239.9914732510288,0.5145807013685183
students001,29,0,0,338.0,260.0,357,0.5842189647280668,34.253544948914666,0.7081109116401957
students001,30,0,0,322.0,232.0,327,0.5122727531886297,33.65392506208833,0.7278562492349041
students001,31,0,0,385.0,82.0,773,639.0,573.0,0.7512295982981083
students001,32,0,0,375.0,72.0,774,682.5488635037738,574.593917500871,0.7366143347462846
students001,33,0,0,350.0,10.0,669,718.7970882826534,477.0568315768589,0.6740806939422204
students001,34,0,0,319.0,87.0,496,716.9999999999999,233.99999999999997,0.5203532155375951
students001,35,0,0,578.0,315.0,103,717.9190749748678,304.068649122807,0.798393370757334
students001,36,0,0,591.0,334.0,184,719.0,291.0,0.5058057190902883
students001,37,0,0,614.0,323.0,152,718.4060484824121,291.592704,0.4291644537633553
students001,38,0,0,432.0,396.0,351,1.6387835392493988,441.98113387037665,0.728927900014468
students001,39,0,0,401.0,402.0,352,0.9344571597714617,482.4532987876757,0.9064444444883907
students001,40,0,0,336.0,344.0,396,0.09625852743476561,383.8801359953704,0.5157507593539158
students001,41,0,0,638.0,318.0,374,74.0,575.0,1.3052628089401588
students001,42,0,0,658.0,329.0,205,718.5703417467764,307.60531655844153,0.30960914238651266
students001,43,0,0,683.0,328.0,187,718.7260125782661,255.0,0.3245971280819208
students001,44,0,0,381.0,231.0,621,0.5827141925406006,25.337348452258237,0.42340578818455216
students001,45,0,0,416.0,219.0,619,0.16491988182991493,17.4149763649312,0.44447716519457386
students001,46,0,0,700.0,311.0,117,718.0,260.0,0.320675428122055
students001,47,0,0,240.0,180.0,347,377.0,117.0,0.32423863637757544
students001,48,0,0,223.0,182.0,345,367.0,110.0,0.40275505572874476
students001,49,0,0,300.0,209.0,630,1.0000000000000053,15.0,0.3872901078211264
students001,50,0,0,482.0,227.0,339,241.0,68.0,0.5373007234593845
students001,51,0,0,332.0,166.0,561,136.0,7.000000000000001,0.2928515015727852
students001,52,0,0,316.0,165.0,573,121.0,0.9999999999999974,0.2979244022798964
students001,53,0,0,704.0,262.0,740,334.0,47.99999999999999,0.4384378885740902
students001,54,0,0,557.0,264.0,1113,0.6324457402076658,414.3667481841545,0.5043581314802554
students001,55,0,0,52.0,390.0,106,0.17662393734363735,418.0543444343356,0.32067744538821447
students001,56,0,0,73.0,360.0,164,0.12058602554470332,384.0085262626585,0.3309107604691691
students001,57,0,0,97.0,377.0,220,0.49658482357412126,412.4592867184347,0.30163059151683014
students001,58,0,0,399.0,83.0,764,593.592519841052,573.5821453149757,0.673400637732778
students001,59,0,0,377.0,61.0,752,563.0,570.0,0.631558041942498
students001,60,0,0,171.0,100.0,187,0.9999999999999982,8.0,0.6088379861326971
students001,61,0,0,194.0,138.0,334,8.999999999999996,2.0000000000000004,0.4069776168931193
students001,62,0,0,234.0,143.0,333,27.636790399052327,0.2827921491296045,0.4424054256571684
students001,63,0,0,253.0,136.0,404,6.999999999999998,2.9999999999999987,0.4231361028930036
students001,64,0,0,294.0,134.0,329,157.2053003917312,0.3225666640187623,0.42511311089568254
students001,65,0,0,500.0,212.0,1030,153.99999999999997,2.0,0.3434098434520107
students001,66,0,0,669.0,230.0,737,343.0,59.0,0.48666223626684735
students001,67,0,0,355.0,76.0,154,343.0,3.0000000000000036,0.31382626329763885
students001,68,0,0,348.0,91.0,185,338.0,4.000000000000001,0.3150058513363325
students001,69,0,0,334.0,96.0,227,335.99999999999994,2.0,0.2969636760024468
students001,70,0,18,106.0,9.0,507,285.0,40.0,0.35106042756905986
students001,71,0,19,324.0,566.0,141,1.3043620402566476,477.5142988427895,1.5374035785445268
students001,72,0,26,710.0,233.0,524,352.0,97.99999999999999,0.5498920298458319
students001,73,0,29,714.0,258.0,506,344.0,94.00000000000001,0.5999651511456267
students001,74,0,34,412.0,4.0,461,0.911299444479512,356.578639183072,0.7924078013888513
students001,75,0,47,161.1984298828381,0.2630413874107022,509,603.0,573.0,0.9903587774461505
students001,76,0,115,712.0,251.0,924,345.00000000000006,12.0,0.4914557467805599
students001,77,0,128,714.0,330.0,551,1.6978300303469382,562.2606510773846,0.9983033858049766
students001,78,0,144,715.0,239.0,981,348.0,2.9999999999999973,0.5255642990759786
students001,79,0,168,163.0,6.0,798,1.833672822343133,397.09331994382666,0.6440160891495593
students001,80,0,192,713.0,228.0,1074,154.91322823507156,0.3651740141885927,0.5529249309904741
students001,81,0,200,715.0,241.0,1116,144.8684136481059,0.44899184392591684,0.5555294339336753
students001,82,0,202,713.0,282.0,1156,119.31040362811791,0.23195001513995406,0.5477950765883354
students001,83,0,208,714.0,349.0,651,0.32583448276090216,566.9662019867704,0.9508081352804433
students001,84,0,232,718.8398642264098,387.8985430079746,311,717.7747042904479,491.9622555607208,0.9241083420891991
students001,85,0,244,717.0,235.0,626,1.000000000000004,408.00000000000006,1.1076919096597886
students001,86,0,261,717.0,378.0,367,718.2147574858808,515.8361833631789,0.8868651508075239
students001,87,0,263,199.0,571.0,694,91.0,1.3322676295501878e-15,0.8724004876216411
students001,88,0,274,717.0,300.0,707,0.1970006146153035,380.51964183793837,0.9414213029891816
students001,89,0,290,169.0,35.0,3797,26.0,135.0,0.27584767810128263
students001,90,0,291,715.0,231.0,827,583.0,116.0,0.4515191660865009
students001,91,0,294,3.0,427.0,559,718.0,330.99999999999994,1.525044390240974
students001,92,0,301,711.0,245.0,700,1.3735551703351447,6.7061786467754505,1.1586249086595362
students001,93,0,306,712.0,219.0,738,628.0,116.0,0.6036907095501823
students001,94,0,311,716.0,296.0,802,0.08845347729576059,493.139192254933,0.8659695475179285
students001,95,0,320,717.0,318.0,801,0.0639139571618653,535.0,0.901459554034041
students001,96,0,326,356.0,571.0,392,551.0,571.0,1.6973977232851802
students001,97,0,328,717.0,277.0,631,1.9748412945425078,477.4077453654897,1.381158328207231
students001,98,0,340,715.0,226.0,735,653.0,103.99999999999999,0.5431850980084706
students001,99,0,374,715.0,251.0,814,591.0,112.0,0.5592130839788999
students001,100,0,399,714.0,535.0,505,716.9999999999999,385.0,0.9076512067333647
students001,101,0,405,716.0,290.0,744,0.9999999999999991,511.0,1.2475161846498801
students001,102,0,406,5.0,437.0,769,378.0,132.0,0.8158955497687914
students001,103,0,406,714.0,276.0,744,1.828779957157848,481.76605607413364,1.2394105486730942
students001,104,0,428,390.0,129.0,1453,555.0,574.8476469146729,0.6150786313306098
students001,105,0,444,4.0,483.0,790,96.00000000000001,235.0,0.584863007916351
students001,106,0,444,714.0,299.0,1221,0.9999999999999982,14.0,0.5962827776287664
students001,107,0,445,140.0,4.0,835,0.6579071969696964,396.82017299107144,0.7829391807206072
students001,108,0,445,372.0,70.0,846,61.08604542040234,0.20127453338694562,0.5274302950938
students001,109,0,454,715.0,297.0,1233,0.9999999999999964,2.220446049250313e-16,0.590614848515283
students001,110,0,469,715.0,313.0,1215,33.20118879790156,0.17751713509951814,0.5859095691480156
students001,111,0,475,713.0,329.0,1259,11.0,6.661338147750939e-16,0.5866904850388871
students001,112,0,478,423.0,142.0,1209,552.7748046750373,574.4141686143829,0.5344955705635634
students001,113,0,528,718.0,356.0,592,717.0,446.00000000000006,0.9033485647418072
students001,114,0,555,716.0,319.0,853,1.161888136886423,527.9124336545598,1.4731933907433563
students001,115,0,563,236.0,569.0,978,143.0,574.0000000000001,0.5429663977004469
students001,116,0,581,215.0,569.0,727,150.78142198806796,574.8154686882518,1.0176569647092046
students001,117,0,591,717.0,311.0,913,0.9999999999999928,483.0,1.3216302263279214
students001,118,0,647,694.0,568.0,867,715.0,291.0,0.8377463465731477
students001,119,0,680,670.0,568.0,945,718.8532031274203,281.7082823485976,0.7312554599879971
students001,120,0,682,359.0,19.0,1130,621.1524578609894,574.3952009251392,0.8580574218650531
students001,121,0,759,5.0,464.0,862,213.05219635322482,573.4537904414954,1.446145957783866
students001,122,0,774,4.0,429.0,1527,334.0,72.0,0.6253521661415171
students001,123,0,783,9.0,406.0,1463,292.0,165.0,0.6322756349157467
students001,124,0,787,130.0,190.0,1132,717.6031139658801,343.29183411247334,0.9980164274739299
students001,125,0,791,102.0,181.0,1151,717.5825802207474,335.4673903106064,0.998842113115457
students001,126,0,808,716.0,335.0,1243,0.0,406.0,0.97140009761655
students001,127,0,810,113.0,17.0,1149,0.999999999999999,365.0,0.8026362349515848
students001,128,0,816,128.0,24.0,1150,1.0000000000000036,383.99999999999994,0.8431883030111251
students001,129,0,828,136.0,16.0,1169,2.0000000000000036,356.0,0.7684429094104507
students001,130,0,829,199.0,239.0,1130,718.4607574099953,358.23587394264206,1.0023124768998586
students001,131,0,835,716.0,325.0,2718,299.00000000000006,332.99999999999994,0.4959843451927281
students001,132,0,838,136.0,569.0,891,2.000000000000001,519.0,1.5220120335036196
students001,133,0,842,136.0,182.0,1154,717.4828610090487,349.877575691468,1.1034152520474405
students001,134,0,861,7.0,449.0,1193,646.7101130554721,574.3974586776652,1.1334270010881355
students001,135,0,869,4.0,470.0,1188,619.5949891710139,574.8797432943032,1.1211964781117303
students001,136,0,877,715.0,531.0,1596,384.99999999999994,124.0,0.4953319614944247
students001,137,0,878,711.0,562.0,1568,365.0,124.0,0.511042508745844
students001,138,0,881,685.0,570.0,1474,403.0,116.00000000000001,0.6558908987883986
students001,139,0,900,714.0,378.0,1041,561.0,572.0,1.0576167066833655
students001,140,0,904,715.0,518.0,1010,716.0,342.99999999999994,1.0659125855513911
students001,141,0,914,710.0,340.0,1738,311.0,324.0,0.5127015157607852
students001,142,0,920,716.0,564.0,1072,718.8962030456854,326.3523661327231,1.0487511694444434
students001,143,0,924,152.0,2.0,1613,603.0735038243712,574.4700470519741,0.6852477037683634
students001,144,0,937,717.0,527.0,1039,718.9766249022983,374.8810408350445,0.9611964729362671
students001,145,0,938,713.0,304.0,1660,96.99999999999999,178.0,0.6586607069438893
students001,146,0,974,716.0,270.0,1412,1.9999999999999893,398.0,0.9586541063708549
students001,147,0,976,267.0,572.0,2546,317.0,160.0,0.9408423632917344
students001,148,0,977,114.0,14.0,1593,536.0,573.0,0.7069709073811911
students001,149,0,987,716.0,263.0,1416,2.0,379.00000000000006,0.9682123968142317
students001,150,0,1000,136.0,28.0,1602,562.9999999999999,574.0,0.7136371779275176
students001,151,0,1000,612.0,95.0,1311,1.2983896113099302,471.77075683269993,1.3899970005017184
students001,152,0,1003,243.0,568.0,2330,718.4820316921335,226.8896484375,0.6851430012600446
students001,153,0,1003,717.0,512.0,1691,718.5533978546416,351.0543165257343,0.5155390061869085
students001,154,0,1007,5.0,429.0,1219,349.187092857474,574.3705346742092,1.0352870030647765
students001,155,0,1042,10.0,496.0,1300,718.7434755410917,362.7332857432089,1.5670615806228914
students001,156,0,1057,717.0,475.0,1698,718.4157421556545,377.03057008131816,0.3180500058854004
students001,157,0,1063,4.0,506.0,2273,716.0,356.0,0.53176406691628
students001,158,0,1064,717.0,264.0,1343,1.9999999999999987,456.0,1.5003608029226212
students001,159,0,1086,4.0,463.0,1364,717.8921443538259,334.58378456429136,1.483095327569143
students001,160,0,1120,344.0,64.0,2198,607.0,231.0,0.4706575239308602
students001,161,0,1153,494.0,572.0,2930,353.0,333.0,0.49193402042814777
students001,162,0,1171,6.0,491.0,1335,92.66507064442091,574.3428355574905,0.5057296276410473
students001,163,0,1184,6.0,449.0,1482,718.9665421656094,342.0251552346873,1.353959283039789
students001,164,0,1205,717.0,533.0,1965,323.99999999999994,88.0,0.7805280990523135
