scene,agent_id,agent_type,frame,x,y
eth,4.1000000e+01,0,0,2.7729662,5.2408864
eth,4.1000000e+01,0,6,2.2816146,5.2145395
eth,4.1000000e+01,0,12,1.777286,5.0984364
eth,4.1000000e+01,0,18,1.2626531,4.9356989
eth,4.1000000e+01,0,24,0.64915171,4.9100954
eth,4.1000000e+01,0,30,0.11147671,4.6520326
eth,4.1000000e+01,0,36,-0.27269177,4.4322383
eth,4.1000000e+01,0,42,-0.76714958,4.212504
eth,4.1000000e+01,0,48,-1.3261474,3.9440723
eth,4.1000000e+01,0,54,-1.8348697,3.7178631
eth,4.1000000e+01,0,60,-2.4570526,3.5376935
eth,4.1000000e+01,0,66,-2.8558002,3.4476356
eth,4.2000000e+01,0,0,4.1819414,4.8844208
eth,4.2000000e+01,0,6,3.6574582,4.8140985
eth,4.2000000e+01,0,12,3.1705943,4.6972529
eth,4.2000000e+01,0,18,2.5828323,4.6260407
eth,4.2000000e+01,0,24,2.0321363,4.5075833
eth,4.2000000e+01,0,30,1.4229812,4.38866
eth,4.2000000e+01,0,36,0.85855881,4.3120627
eth,4.2000000e+01,0,42,0.33026835,4.141503
eth,4.2000000e+01,0,48,-0.14184349,4.1058523
eth,4.2000000e+01,0,54,-0.68812156,3.8851
eth,4.2000000e+01,0,60,-1.2464758,3.6142143
eth,4.2000000e+01,0,66,-1.5410507,3.3359084
eth,4.4000000e+01,0,0,4.5610612,5.6927308
eth,4.4000000e+01,0,6,4.1042268,5.842721
eth,4.4000000e+01,0,12,3.4910767,5.8705594
eth,4.4000000e+01,0,18,2.9522632,5.719061
eth,4.4000000e+01,0,24,2.3596526,5.6115529
eth,4.4000000e+01,0,30,1.7972884,5.3665115
eth,4.4000000e+01,0,36,1.070836,5.0777266
eth,4.4000000e+01,0,42,0.4437313,4.9166505
eth,4.4000000e+01,0,48,-0.029755969,4.8399064
eth,4.4000000e+01,0,54,-0.57335467,4.6252702
eth,4.4000000e+01,0,60,-1.2282646,4.4567962
eth,4.4000000e+01,0,66,-1.7144853,4.4692919
eth,4.3000000e+01,0,0,5.0481805,4.6405152
eth,4.3000000e+01,0,6,4.5353314,4.5692433
eth,4.3000000e+01,0,12,4.0123993,4.4533334
eth,4.3000000e+01,0,18,3.4371132,4.3809739
eth,4.3000000e+01,0,24,2.8952003,4.217609
eth,4.3000000e+01,0,30,2.2959067,4.0528596
eth,4.3000000e+01,0,36,1.6901426,3.9305293
eth,4.3000000e+01,0,42,0.88284391,3.3066065
eth,4.3000000e+01,0,48,0.24956877,3.1295194
eth,4.3000000e+01,0,54,-0.29265464,2.9021047
eth,4.3000000e+01,0,60,-0.789442,2.6711178
eth,4.3000000e+01,0,66,-1.35111,2.389775
eth,4.5000000e+01,0,0,8.08151,4.5074748
eth,4.5000000e+01,0,6,7.433333,4.359616
eth,4.5000000e+01,0,12,6.821395,4.2920856
eth,4.5000000e+01,0,18,6.1544128,4.2245127
eth,4.5000000e+01,0,24,5.47245,4.1127787
eth,4.5000000e+01,0,30,4.7856881,4.1288743
eth,4.5000000e+01,0,36,4.1718014,4.0120808
eth,4.5000000e+01,0,42,3.5505054,3.9373737
eth,4.5000000e+01,0,48,2.9156994,3.8169715
eth,4.5000000e+01,0,54,2.3160463,3.6488131
eth,4.5000000e+01,0,60,1.7166374,3.6135419
eth,4.5000000e+01,0,66,1.1009301,3.4865902
eth,4.6000000e+01,0,0,10.119303,5.0093192
eth,4.6000000e+01,0,6,9.5512856,4.909364
eth,4.6000000e+01,0,12,9.0129361,4.765605
eth,4.6000000e+01,0,18,8.4638722,4.5784502
eth,4.6000000e+01,0,24,7.8696465,4.5137574
eth,4.6000000e+01,0,30,7.3040397,4.363158
eth,4.6000000e+01,0,36,6.7314392,4.2522342
eth,4.6000000e+01,0,42,6.1568791,4.2670002
eth,4.6000000e+01,0,48,5.4322632,4.1996932
eth,4.6000000e+01,0,54,4.8779733,4.1267114
eth,4.6000000e+01,0,60,4.3209033,4.1397674
eth,4.6000000e+01,0,66,3.7468427,4.0213187
eth,4.7000000e+01,0,0,11.555447,4.719521
eth,4.7000000e+01,0,6,10.89014,4.5435362
eth,4.7000000e+01,0,12,10.166117,4.2444985
eth,4.7000000e+01,0,18,9.4700413,4.0190875
eth,4.7000000e+01,0,24,8.8402041,3.7461174
eth,4.7000000e+01,0,30,8.290789,3.6324118
eth,4.7000000e+01,0,36,7.6425189,3.4345428
eth,4.7000000e+01,0,42,6.5350502,3.110469
eth,4.7000000e+01,0,48,5.7250433,3.0326959
eth,4.7000000e+01,0,54,5.2648856,2.9501989
eth,4.7000000e+01,0,60,4.5169426,2.8247734
eth,4.7000000e+01,0,66,3.9021028,2.7845027
