scene,agent_id,agent_type,frame,x,y
eth,1.2000000e+01,0,0,5.978812,5.7998772
eth,1.2000000e+01,0,6,5.4830124,5.7801208
eth,1.2000000e+01,0,12,5.0692403,5.7133218
eth,1.2000000e+01,0,18,4.6017793,5.6047765
eth,1.2000000e+01,0,24,4.1367541,5.6245858
eth,1.2000000e+01,0,30,3.7577338,5.5971544
eth,1.2000000e+01,0,36,3.3180835,5.4402314
eth,1.2000000e+01,0,42,2.8791922,5.3694336
eth,1.2000000e+01,0,48,2.4351154,5.2977993
eth,1.2000000e+01,0,54,1.9791737,5.1361458
eth,1.2000000e+01,0,60,1.5743182,5.0605252
eth,1.2000000e+01,0,66,1.1145162,4.9857625
eth,1.1000000e+01,0,0,6.4344462,5.2319639
eth,1.1000000e+01,0,6,5.9438924,5.2085076
eth,1.1000000e+01,0,12,5.5345887,5.1387629
eth,1.1000000e+01,0,18,5.0722459,5.0269877
eth,1.1000000e+01,0,24,4.6881546,4.7812083
eth,1.1000000e+01,0,30,4.2641648,4.7077282
eth,1.1000000e+01,0,36,3.8323265,4.5896934
eth,1.1000000e+01,0,42,3.3983033,4.5142219
eth,1.1000000e+01,0,48,2.9560753,4.3936083
eth,1.1000000e+01,0,54,2.5574077,4.2703244
eth,1.1000000e+01,0,60,2.1576283,4.1904679
eth,1.1000000e+01,0,66,1.7035988,4.1108713
eth,1.3000000e+01,0,0,6.8424202,4.6704188
eth,1.3000000e+01,0,6,6.3934344,4.5151918
eth,1.3000000e+01,0,12,5.9410556,4.4004973
eth,1.3000000e+01,0,18,5.5255636,4.2403183
eth,1.3000000e+01,0,24,5.1023744,4.0350627
eth,1.3000000e+01,0,30,4.6794106,3.9141123
eth,1.3000000e+01,0,36,4.2982699,3.7908347
eth,1.3000000e+01,0,42,3.8656801,3.667046
eth,1.3000000e+01,0,48,3.4308861,3.5859989
eth,1.3000000e+01,0,54,3.0425042,3.5477384
eth,1.3000000e+01,0,60,2.5948401,3.4203445
eth,1.3000000e+01,0,66,2.1944893,3.3358006
eth,1.4000000e+01,0,0,8.3500986,7.3200471
eth,1.4000000e+01,0,6,8.064132,7.4615774
eth,1.4000000e+01,0,12,7.596061,7.4124604
eth,1.4000000e+01,0,18,7.1240008,7.4037458
eth,1.4000000e+01,0,24,6.5077365,7.2795388
eth,1.4000000e+01,0,30,6.0162206,7.1863657
eth,1.4000000e+01,0,36,5.5652918,7.1310854
eth,1.4000000e+01,0,42,5.0632645,7.0779361
eth,1.4000000e+01,0,48,4.6003525,7.0212397
eth,1.4000000e+01,0,54,4.0849193,6.9666176
eth,1.4000000e+01,0,60,3.6626337,6.991924
eth,1.4000000e+01,0,66,3.2296692,6.9307902
eth,1.5000000e+01,0,0,8.8555541,6.6403248
eth,1.5000000e+01,0,6,8.3966677,6.5862244
eth,1.5000000e+01,0,12,7.9317056,6.5314077
eth,1.5000000e+01,0,18,7.462751,6.5169757
eth,1.5000000e+01,0,24,7.0308922,6.4999321
eth,1.5000000e+01,0,30,6.5453419,6.4018212
eth,1.5000000e+01,0,36,6.0974047,6.3000086
eth,1.5000000e+01,0,42,5.6013714,6.2414252
eth,1.5000000e+01,0,48,5.1413793,6.1372218
eth,1.5000000e+01,0,54,4.7160036,5.9438362
eth,1.5000000e+01,0,60,4.162367,6.0131554
eth,1.5000000e+01,0,66,3.6895856,5.9921632
eth,1.6000000e+01,0,0,8.8478585,5.6273488
eth,1.6000000e+01,0,6,8.431199,5.6053634
eth,1.6000000e+01,0,12,7.7980333,5.5924877
eth,1.6000000e+01,0,18,7.4007566,5.3609167
eth,1.6000000e+01,0,24,6.9277945,5.4220862
eth,1.6000000e+01,0,30,6.6198438,5.392867
eth,1.6000000e+01,0,36,6.1319909,5.3705509
eth,1.6000000e+01,0,42,5.5925672,5.3497282
eth,1.6000000e+01,0,48,5.1339025,5.2822515
eth,1.6000000e+01,0,54,4.7073653,5.0830384
eth,1.6000000e+01,0,60,4.1550563,5.1897773
eth,1.6000000e+01,0,66,3.6810507,5.1635764
eth,1.7000000e+01,0,0,9.5875,7.4744368
eth,1.7000000e+01,0,6,9.1430659,7.506254
eth,1.7000000e+01,0,12,8.4553734,7.7573975
eth,1.7000000e+01,0,18,7.7489193,7.8914039
eth,1.7000000e+01,0,24,7.2029291,8.0556499
eth,1.7000000e+01,0,30,6.7653524,7.9656283
eth,1.7000000e+01,0,36,6.2928444,8.1258382
eth,1.7000000e+01,0,42,5.7181851,8.1701575
eth,1.7000000e+01,0,48,5.1293967,8.1312559
eth,1.7000000e+01,0,54,4.5338271,8.1340293
eth,1.7000000e+01,0,60,3.4972955,8.0398498
eth,1.7000000e+01,0,66,2.8690916,7.9554099
eth,1.8000000e+01,0,0,10.312007,6.7121573
eth,1.8000000e+01,0,6,9.8009524,6.8631129
eth,1.8000000e+01,0,12,9.3950914,6.8086977
eth,1.8000000e+01,0,18,8.7360188,6.7283478
eth,1.8000000e+01,0,24,8.1962439,6.7609956
eth,1.8000000e+01,0,30,7.8199687,6.8247121
eth,1.8000000e+01,0,36,7.2258444,6.9022561
eth,1.8000000e+01,0,42,6.7046755,6.8927904
eth,1.8000000e+01,0,48,6.0013783,6.9357201
eth,1.8000000e+01,0,54,5.4227096,7.0133241
eth,1.8000000e+01,0,60,4.8701798,6.919559
eth,1.8000000e+01,0,66,4.4046335,6.8616866
eth,2.0000000e+01,0,0,11.118555,7.325891
eth,2.0000000e+01,0,6,10.5401,7.4454875
eth,2.0000000e+01,0,12,9.9108255,7.5304724
eth,2.0000000e+01,0,18,9.181809,7.4634704
eth,2.0000000e+01,0,24,8.6086921,7.5041825
eth,2.0000000e+01,0,30,7.9823554,7.5079905
eth,2.0000000e+01,0,36,7.3921017,7.5906046
eth,2.0000000e+01,0,42,6.8767071,7.6272164
eth,2.0000000e+01,0,48,6.0900137,7.6831002
eth,2.0000000e+01,0,54,5.5140014,7.7660599
eth,2.0000000e+01,0,60,4.8729565,7.6847296
eth,2.0000000e+01,0,66,4.3188132,7.6807437
